id,status,name,address,latitude,longitude,region1,type_id,type_name,notes,product1,product2,product3,service1,service2,service3,service4,service5,region2,region3
138,Published,7-Eleven Red Hill,"152 Musgrave Road, Red Hill (Brisbane City), Brisbane North",-27.4554,153.007,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
139,Published,7-Eleven Redbank Plains,"355 Redbanks Plains Road, Redbank Plains, Western",-27.6449,152.871,Western,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
140,Published,7-Eleven Redcliffe,"77 Anzac Avenue, Redcliffe, Northern",-27.2305,153.109,Northern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
141,Published,Redland Bay News ,"Shop 29, Redland Bay Shopping Centre, Broadwater Terrace , Redland Bay, Eastern",-27.6047,153.301,Eastern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
142,Published,7-Eleven Riverhills,"Sumners Road, corner Wacol Station Road, Riverhills, Western",-27.5622,152.922,Western,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
143,Published,Robina station,"Bayberry Lane, Robina, Gold Coast",-28.0714,153.378,Gold Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
144,Published,Rosewood station,"Railway Street, Rosewood, Western",-27.6432,152.593,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
145,Published,Sandgate station,"Rainbow Street, Sandgate, Northern",-27.3222,153.069,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
146,Published,7-Eleven Silkstone,"Blackstone Road, corner South Station Road, Silkstone, Western",-27.6109,152.79,Western,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
147,Published,NewsXpress Chancellor Park ,"Shop 7, Chancellor Park, Marketplace University Way, Sippy Downs, Sunshine Coast",-26.7152,153.055,Sunshine Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
148,Published,South Brisbane Station,"Grey Street, South Brisbane, Brisbane Central",-27.474857,153.018268,Brisbane Central,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
149,Published,South Bank Beach News,"Stanley Street Plaza, Stanley Street, South Bank, Brisbane Central",-27.4785,153.023,Brisbane Central,1,Standard retailer,,go card,Visitor Information Pack,,Buy,Top up,Change expiry date,,,Brisbane,
150,Archived,7-Eleven Australia Fair,"Australia Fair, Scarborough Street, Southport, Gold Coast",-27.9695,153.414,Gold Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Airlie Beach,
151,Published,GUGC Student Guild,"Griffith University, Parklands Drive, The Link Building, Gold Coast Campus, Southport, Gold Coast",-27.96094,153.382255,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
152,Published,7-Eleven Spring Hill,"170 Leichhardt Street, Spring Hill, Brisbane North",-27.462,153.026,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
153,Published,Springfield Fair News,"Springfield Fair Shopping Centre , Springfield, Brisbane West",-27.6533,152.918,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
154,Archived,7-Eleven Springwood,"Springwood Street, corner Pannikin Street, Springwood, Southern",-27.61,153.124,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Airlie Beach,
155,Published,Springwood Mall Newsagency ,"Shop 9, Centro Shopping Centre, Fitzgerald Avenue, Springwood, Southern",-27.6147,153.125,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
156,Published,Campus News,"Staffhouse Road, Union Complex, University Of Queensland (building 4), St Lucia, Brisbane West",-27.4982,153.014,Brisbane West,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
157,Published,St Lucia News,"217 Hawken Drive, St Lucia, Brisbane West",-27.5025,153.006,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
158,Published,Stafford City News,"Stafford City Shopping Centre, 400 Stafford Road, Stafford, Brisbane North",-27.4121,153.013,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
159,Published,Strathpine station,"Station Street, Strathpine, Northern",-27.3118,152.99,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
160,Published,7-Eleven Sunnybank,"82 Pinelands Road, Sunnybank, Brisbane South",-27.5915,153.06,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
161,Published,7-Eleven Sunnybank Market Square,"Mains Road, corner McCulloch Street, Sunnybank, Brisbane South",-27.572561,153.065223,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
162,Published,7-Eleven Sunnybank Hills,"Compton Road, corner Gowan Road, Sunnybank Hills, Brisbane South",-27.6112,153.063,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
163,Published,7-Eleven Surfers Paradise,"3187 Gold Coast Highway, Surfers Paradise, Gold Coast",-27.999044,153.428716,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
164,Published,7-Eleven Orchid Avenue Surfers Paradise,"7a Cavill Court, Orchid Avenue, Surfers Paradise, Gold Coast",-28.001777,153.429638,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
165,Published,7-Eleven The Paradise Centre Surfers Paradise,"The Paradise Centre, Cavill Avenue, Surfers Paradise, Gold Coast",-28.00215,153.429242,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
166,Published,NewsXpress The Gap,"The Gap Village, 1000 Waterworks Road, The Gap (Brisbane City), Brisbane North",-27.445,152.952,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
167,Published,7-Eleven Toowong,"50 Sherwood Road, Toowong, Brisbane West",-27.4857,152.991,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
168,Published,Toowong station,"Sherwood Road, Toowong, Brisbane West",-27.4857,152.993,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
169,Published,Infinity News,"3215 Logan Road, Underwood, Southern",-27.607,153.11,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
170,Published,Town Centre News,"Town Centre Shopping Centre, 355-369 Colburn Avenue, Victoria Point, Eastern",-27.5865,153.283,Eastern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
171,Published,7-Eleven Warana,"Nicklin Way, corner Aquatic Drive, Warana, Sunshine Coast",-26.7197,153.13,Sunshine Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
172,Published,7-Eleven West End,"94 Boundary Street, West End (Brisbane City), Brisbane South",-27.4786,153.013,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
173,Published,West End News,"199 Boundary Street, West End (Brisbane City), Brisbane South",-27.4807,153.012,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
174,Published,7-Eleven Windaroo,"159-163 Beenleigh-Beaudesert Road, Windaroo, Southern",-27.7444,153.187,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
175,Published,7-Eleven Wishart,"Mt Gravatt-Capalaba Road, corner Newnham Road, Wishart, Brisbane South",-27.5559,153.09,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
176,Published,7-Eleven Woodridge,"Compton Road, corner North Road, Woodridge, Southern",-27.6187,153.105,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
177,Published,Woodridge station,"Station Road, Woodridge, Southern",-27.6382,153.104,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
178,Published,Mater News Central,"550 Stanley Street, Woolloongabba, Brisbane South",-27.4848,153.028,Brisbane South,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
179,Published,7-Eleven Wynnum,"Edith Road, corner Tingal Road, Wynnum, Eastern",-27.4462,153.172,Eastern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
180,Published,7-Eleven Yamanto,"130 Ash Street, corner Astral Court, Yamanto, Western",-27.6547,152.754,Western,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
181,Published,7-Eleven Yeronga,"563 Fairfield Road, Yeronga, Brisbane South",-27.5195,153.015,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
182,Published,7-Eleven Zillmere,"Zillmere Road, corner Handford Road, Zillmere, Brisbane North",-27.3595,153.038,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
183,Published,Zillmere station,"Zillmere Road, Zillmere, Brisbane North",-27.3593,153.037,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
184,Published,Four Square ,"18 Cracknell Road, Annerley, Brisbane South",-27.5184,153.03,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
185,Published,Josies and Leo Convenience Store,"212 Cracknell Road, Tarragindi, Brisbane South",-27.5199,153.041,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
186,Published,Kenmore News & Casket,"2069 Moggill Road , Kenmore, Brisbane West",-27.5085,152.938,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
187,Published,Moorvale News,"186 Beaudesert Road, Moorooka, Brisbane South",-27.5326,153.025,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
188,Published,Taigum News,"Shop 28, Taigum Central Shopping Centre, Beams Road, Taigum, Brisbane North",-27.3507,153.047,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
189,Published,Walton Bridge News,"Shop 10, 974 Waterworks Road , The Gap (Brisbane City), Brisbane North",-27.4451,152.952,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
190,Published,Wynnum North Newsagency,"Shop 1, 150 Selina Road , Wynnum, Eastern",-27.4368,153.159,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
191,Archived,Coolum News & Minimart,"1786 David Low Way, Coolum Beach, Sunshine Coast",-26.5309,153.091,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
192,Published,Nextra Toombul,"Sandgate Road, Toombul, Brisbane North",-27.4086,153.061,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
193,Published,Bli Bli News,"Shop 5, River Markets, David Low Way, Bli Bli, Sunshine Coast",-26.6221,153.044,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
194,Published,Banyo News and Officesmart,"276 St Vincents Road, Banyo, Brisbane North",-27.3749,153.077,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
195,Published,Rode Newsagency,"Shop 22 Rode Shopping Centre, Appleby Road, Stafford Heights, Brisbane North",-27.3917,153.012,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
196,Published,Albion Station,"49 Albion Road, Albion, Brisbane North",-27.429409,153.040021,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
197,Published,Alderley Station,"Railway Place, Alderley, Brisbane North",-27.423433,153.000987,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
198,Published,Altandi Station,"125 Mains Road, Sunnybank, Brisbane South",-27.582671,153.063376,Brisbane South,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
199,Published,Ascot Station,"McGill Avenue, Ascot (Brisbane City), Brisbane North",-27.429214,153.063238,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
200,Published,Auchenflower Station,"Auchenflower Terrace, Auchenflower, Brisbane West",-27.476557,152.996743,Brisbane West,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
201,Published,Bald Hills Station,"Cullimore Street, Bald Hills, Brisbane North",-27.321362,153.011654,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
202,Published,Banoon Station,"82 Breton Street, Sunnybank, Brisbane South",-27.576019,153.046177,Brisbane South,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
203,Published,Banyo Station,"268 St Vincents Road, Banyo, Brisbane North",-27.374986,153.077279,Brisbane North,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
204,Published,Beenleigh Station,"Alamein Street, Beenleigh, Southern",-27.717115,153.204236,Southern,5,Rail fare machine,,,,,Top up,,,,,Logan,
205,Published,Beerburrum Station,"Church Street, Beerburrum, Northern",-26.959839,152.959021,Northern,6,Rail ticket office,,,,,Top up,,,,,Sunshine Coast,
206,Published,Beerwah Station,"Beerwah Parade, Beerwah, Northern",-26.857894,152.958386,Northern,6,Rail ticket office,,,,,Top up,,,,,Sunshine Coast,
207,Published,Bethania Station,"Station Road, Bethania, Southern",-27.688471,153.158762,Southern,6,Rail ticket office,,,,,Top up,,,,,Logan,
208,Published,Bindha Station,"Park Street, Banyo, Brisbane North",-27.382901,153.07245,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
209,Published,Birkdale Station,"Napier Street, Birkdale, Eastern",-27.493933,153.218483,Eastern,6,Rail ticket office,,,,,Top up,,,,,Redlands,
210,Published,Boondall Station,"Aberdeen Parade, Boondall, Brisbane North",-27.346405,153.067622,Brisbane North,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
211,Published,Booval Station,"South Station Road, Booval, Western",-27.609357,152.789791,Western,5,Rail fare machine,,,,,Top up,,,,,Ipswich,
212,Published,Bowen Hills Station,"Abbotsford Road, Bowen Hills, Brisbane Central",-27.445162,153.037549,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
213,Published,Bray Park Station,"Railway Avenue, Bray Park (Moreton Bay Regional), Northern",-27.299357,152.986145,Moreton Bay,6,Rail ticket office,,,,,Top up,,,,,Moreton Bay,
214,Published,Fortitude Valley station,"Brunswick Street, Fortitude Valley, Brisbane Central",-27.4567,153.033,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
215,Published,Bundamba Station,"Mining Street, Bundamba, Western",-27.607519,152.804549,Western,6,Rail ticket office,,,,,Top up,,,,,Ipswich,
216,Published,Buranda Station,"Gillingham Street, Buranda, Brisbane South",-27.496571,153.040397,Brisbane South,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
217,Published,Burpengary Station,"Burpengary Road, Burpengary, Northern",-27.163063,152.957107,Northern,6,Rail ticket office,,,,,Top up,,,,,Moreton Bay,
218,Published,Caboolture Station Ticket Office,"Matthew Terrace, Caboolture, Northern",-27.083338,152.954021,Northern,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
219,Published,Cannon Hill Station,"60 Barracks Road, Cannon Hill, Brisbane East",-27.465367,153.088115,Brisbane East,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
220,Published,Carseldine Station,"Beams Road, Carseldine, Brisbane North",-27.348448,153.029145,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
221,Published,Central station,"Cnr Edward and Ann Street, Brisbane , Brisbane Central",-27.465905,153.025936,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
222,Published,Chelmer station,"140 Honour Avenue, Chelmer, Brisbane South",-27.511648,152.972871,Brisbane South,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
223,Published,Clayfield station,"761 Sandgate Road, Clayfield, Brisbane North",-27.4175,153.057,Brisbane North,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
224,Published,Cleveland station,"Shore Street, Cleveland, Eastern",-27.524219,153.265667,Eastern,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
225,Published,Coomera station,"Railway Reserve 11 Foxwell Road, Coomera, Gold Coast",-27.8535,153.318,Gold Coast,2,Preloaded reseller,,,,,Top up,,,,,,
226,Published,Coopers Plains station,"Henley Street, Coopers Plains, Brisbane South",-27.5684,153.036,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
227,Published,Cooroy  station,"Elm Street, Cooroy, Sunshine Coast",-26.4187,152.911,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
228,Published,Coorparoo station,"Cavendish Road, Coorparoo, Brisbane East",-27.4897,153.055,Brisbane East,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
229,Published,Corinda station,"Cnr Watt &amp; Ruthven Street, Corinda, Brisbane South",-27.5396,152.98,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
230,Published,Dakabin station,"Narangba Road, Dakabin, Northern",-27.2285,152.975,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
231,Published,Darra station,"Darra Station Road, Darra, Brisbane West",-27.5659,152.952,Brisbane West,2,Preloaded reseller,,,,,Top up,,,,,,
232,Published,Deagon station,"Adams Street, Deagon, Brisbane North",-27.3273,153.063,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
233,Published,Dinmore station,"Mason Street, Dinmore, Western",-27.5964,152.833,Western,2,Preloaded reseller,,,,,Top up,,,,,,
234,Published,Domestic Terminal station,"Airport Drive, Airport (Brisbane), Brisbane East",-27.3852,153.119,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
235,Published,Doomben station,"Lamington Avenue, Doomben, Brisbane North",-27.4314,153.075,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
236,Published,Dutton Park station,"Railway Terrace, Dutton Park, Brisbane South",-27.4998,153.029,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
237,Published,Eagle Junction station,"Junction Road, Eagle Junction, Brisbane North",-27.4151,153.05,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
238,Published,East Ipswich station,"Merton Street, East Ipswich, Western",-27.61,152.775,Western,2,Preloaded reseller,,,,,Top up,,,,,,
239,Published,Ebbw Vale station,"Brisbane Road, Ebbw Vale, Western",-27.6033,152.822,Western,2,Preloaded reseller,,,,,Top up,,,,,,
240,Published,Edens Landing station,"Eddy Avenue, Edens Landing, Southern ",-27.6982,153.171,Southern ,2,Preloaded reseller,,,,,Top up,,,,,,
241,Published,Elimbah station,"English Street, Elimbah, Northern",-27.0113,152.946,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
242,Published,Enoggera station,"Glenalva Terrace, Enoggera, Brisbane North",-27.4203,152.992,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
243,Published,Eudlo station,"Rosebed Street, Eudlo, Sunshine Coast",-26.7259,152.957,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
244,Published,Farifield station,"Midway Street, Fairfield, Brisbane South",-27.5095,153.028,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
245,Published,Ferny Grove station,"Conavalla Street, Ferny Grove, Brisbane North",-27.4013,152.935,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
246,Published,Fruitgrove station,"Beenleigh Road, Runcorn, Brisbane South",-27.5983,153.08,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
247,Published,Gailes station,"Wilruna Street, Gailes, Western",-27.6018,152.919,Western,2,Preloaded reseller,,,,,Top up,,,,,,
248,Published,Gaythorne station,"30 Station Avenue, Enoggera, Brisbane North",-27.4193,152.986,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
249,Published,Geebung station,"Railway Parade, Geebung, Brisbane North",-27.3689,153.047,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
250,Published,Glasshouse Mountains station,"Reed Street, Glasshouse Mountains, Northern",-26.8997,152.957,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
251,Published,Goodna station,"Ryan Street, Goodna, Western",-27.6088,152.902,Western,2,Preloaded reseller,,,,,Top up,,,,,,
252,Published,Graceville station,"Honour Avenue, Graceville, Brisbane South",-27.5213,152.976,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
253,Published,Grovely station,"Blaker road, Grovely, Brisbane North",-27.405,152.962,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
254,Published,Gympie North station,"Sandy Creek Road, Gympie North, Sunshine Coast",-26.1627,152.686,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
255,Published,Helensvale station,"Town Centre Drive, Helensvale, Gold Coast",-27.9258,153.339,Gold Coast,2,Preloaded reseller,,,,,Top up,,,,,,
256,Published,Hemmant station,"38 Hemmant-Tingalpa Road, Hemmant, Brisbane East",-27.4475,153.127,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
257,Published,Hendra station,"Chermside Street, Hendra, Brisbane North",-27.4222,153.063,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
258,Published,Holmview station,"Spanns Road, Beenleigh, Southern",-27.7095,153.187,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
259,Published,Indooroopilly station,"Railway Avenue, Indooroopilly, Brisbane West",-27.503,152.976,Brisbane West,2,Preloaded reseller,,,,,Top up,,,,,,
260,Published,International Terminal station,"Airport Drive, Airport (Brisbane), Brisbane East",-27.403,153.109,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
261,Published,Ipswich station,"Bell Street, Ipswich, Western",-27.6129,152.761,Western,2,Preloaded reseller,,,,,Top up,,,,,,
262,Published,Karrabin station,"Karrabin-Rosewood Road, Karrabin, Western",-27.6045,152.709,Western,2,Preloaded reseller,,,,,Top up,,,,,,
263,Published,Keperra station,"Silvertop Street, Keperra, Brisbane North",-27.409,152.957,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
264,Published,Kingston station,"Milky Way Street, Kingston, Southern",-27.6574,153.118,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
265,Published,Kuraby station,"1370 Beenleigh Road, Kuraby, Southern",-27.6049,153.091,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
266,Published,Landsborough station,"Cribb Street, Landsborough, Sunshine Coast",-26.8084,152.966,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
267,Published,Lawnton station,"Station Road, Lawnton, Northern",-27.2816,152.981,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
268,Published,Lindum station,"Sibley Road, Lindum, Brisbane East",-27.4421,153.145,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
269,Published,Loganlea station,"Station Road, Loganlea, Southern",-27.671,153.139,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
270,Published,Lota station,"Railway Terrace, Lota, Brisbane East",-27.4701,153.188,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
271,Published,Manly station,"Ernest Street, Manly, Brisbane East",-27.457,153.18,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
272,Published,Milton station,"Milton Road, Milton, Brisbane West",-27.4686,153.006,Brisbane West,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
273,Published,Mitchelton station,"McConaghy Street, Mitchelton, Brisbane North",-27.4115,152.976,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
274,Published,Mooloolah station," Mooloolah Connection Road, Mooloolah Valley, Sunshine Coast",-26.7653,152.963,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
275,Published,Moorooka station,"1151 Ipswich Road, Moorooka, Brisbane South",-27.5355,153.014,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
276,Published,Morayfield station,"Visentin Road, Morayfield, Northern",-27.1098,152.952,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
277,Published,Morningside station,"Waminda Street, Morningside, Brisbane East",-27.4705,153.07,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
278,Published,Murarrie station,"Murrarie Road, Murarrie, Brisbane East",-27.4648,153.105,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
279,Published,Nambour station,"Civic Way, Nambour, Sunshine Coast",-26.6258,152.958,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
280,Published,Narangba station,"448 Burpengary Road, Narangba, Northern",-27.2029,152.961,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
281,Published,Nerang station,"Warrener Street, Nerang, Gold Coast",-27.9943,153.35,Gold Coast,2,Preloaded reseller,,,,,Top up,,,,,,
282,Published,Newmarket station,"Abuklea Street, Newmarket, Brisbane North",-27.4328,153.011,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
283,Published,Norman Park station,"Waite Street, Norman Park, Brisbane East",-27.4818,153.062,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
284,Published,North Boondall station,"Aberdeen Street North, Boondall, Brisbane North",-27.339,153.061,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
285,Published,Northgate station,"Cnr Ryan &amp; Holland Street, Northgate, Brisbane North",-27.3936,153.069,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
286,Published,Nudgee station,"Railway Street, Nudgee, Brisbane North",-27.3656,153.084,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
287,Published,Nundah station,"Station Street, Nundah, Brisbane North",-27.4009,153.062,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
288,Published,Ormeau station,"200 Mirambeena Drive, Pimpama, Southern",-27.7991,153.282,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
289,Published,Ormiston station,"Wellington Street, Ormiston, Eastern",-27.5146,153.256,Eastern,2,Preloaded reseller,,,,,Top up,,,,,,
290,Published,Oxford Park station,"Scanlan Road, Mitchelton, Brisbane North",-27.4042,152.968,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
291,Published,Oxley Rail Station Ticket Office,"140 Ardoyne Road, Oxley, Brisbane South",-27.5525,152.974,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
292,Published,Palmwoods station,"Chevallum Road, Palmwoods (Sunshine Coast Regional), Sunshine Coast",-26.6886,152.961,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
293,Published,Park Road station,"Quarry Street, Woolloongabba, Brisbane South",-27.4937,153.031,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
294,Published,Petrie station,"Station Street, Petrie, Northern",-27.2678,152.982,Brisbane,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
295,Published,Redbank station,"Cnr Brisbane Tce &amp; Weedman St, Redbank, Western",-27.5995,152.872,Western,2,Preloaded reseller,,,,,Top up,,,,,,
296,Published,Riverview station,"Moggill Ferry road, Riverview (Ipswich City), Western",-27.595,152.851,Western,2,Preloaded reseller,,,,,Top up,,,,,,
297,Published,Robina station,"Bayberry Lane, Robina, Gold Coast",-28.0714,153.378,Gold Coast,6,Rail ticket office,,,,,Top up,,,,,Gold Coast,
298,Published,Rocklea station,"Brooke Street, Rocklea, Brisbane South",-27.5447,153.014,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
299,Published,Roma Street station,"171 Roma Street, Brisbane , Brisbane Central",-27.4652,153.019,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
300,Published,Rosewood station,"Railway Street, Rosewood, Western",-27.6432,152.593,Western,2,Preloaded reseller,,,,,Top up,,,,,,
301,Published,Runcorn station,"800 Beenleigh Road, Runcorn, Brisbane South",-27.5924,153.068,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
302,Published,Salisbury station,"Olivia Avenue, Salisbury, Brisbane South",-27.5532,153.023,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
303,Published,Sandgate station,"Rainbow Street, Sandgate, Northern",-27.3222,153.069,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
